ORDEN,FECHA,CLIENTE,ART,COLOR,METROS ,GXM,MAQUINA,OBSERVACIONES,Unnamed: 9,Unnamed: 10
898.0,2023-04-10 00:00:00,TELARES DEL SUR,TRACKER,FRANCIA 205,356.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
899.0,2023-04-10 00:00:00,TELARES DEL SUR,TRACKER,FRANCIA 205,357.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
900.0,2023-04-10 00:00:00,TELARES DEL SUR,TRACKER,FRANCIA 205,367.0,0.425,JET 1,TEÑIOD DE POLIESTER EN JET 1,,
901.0,2023-04-11 00:00:00,TELARES DEL SUR,TRACKER,ARENA 227,336.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
902.0,2023-04-11 00:00:00,TELARES DEL SUR,TRACKER,ARENA 227,338.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
903.0,2023-04-11 00:00:00,TELARES DEL SUR,TRACKER,ARENA 227,340.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
904.0,2023-04-12 00:00:00,SADASA,CORD 1000,NEGRO,596.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
905.0,2023-04-12 00:00:00,SADASA,CORD 1000,NEGRO,522.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
906.0,2023-04-12 00:00:00,TELARES DEL SUR,ROMBO,CELESTE,636.0,0.154,JET 1,TEÑIDO DE POLIESTER EN JET 1 REPROCESO,,
907.0,2023-04-12 00:00:00,TELARES DEL SUR,TRACKER,NARANJA 202,360.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
908.0,2023-04-12 00:00:00,TELARES DEL SUR,TRACKER,NARANJA 202,339.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
909.0,2023-04-12 00:00:00,TELARES DEL SUR,TRACKER,NARANJA 202,366.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
910.0,2023-04-13 00:00:00,BLACK HORSE,LONA TOLDO,ARENA,898.0,0.453,JIGGER,TEÑIDO DE POLIESTER EN JIGGER,,
911.0,2023-04-14 00:00:00,TOBATEL,CIRCUS,NARANJA,1054.0,0.14,JET 1,TEÑIDO DE POLIESTER EN JET 1 REPROCESO,,
912.0,2023-04-14 00:00:00,SADASA,SARGA ALG ,NEGRO,579.0,0.57,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
913.0,2023-04-14 00:00:00,SADASA,SARGA ALG ,NEGRO,598.0,0.57,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
914.0,2023-04-14 00:00:00,TOBATEL,TRACKER,NARANJA,639.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
915.0,2023-04-17 00:00:00,TOBATEL,TRACKER,NARANJA,626.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
916.0,2023-04-17 00:00:00,TOBATEL,TRACKER,ROJO,635.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
917.0,2023-04-17 00:00:00,TOBATEL,TRACKER,ROJO,635.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
918.0,2023-04-18 00:00:00,TEXTIL NOTTA,SARGA,ROJO,526.0,0.282,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
919.0,2023-04-18 00:00:00,TEXTIL NOTTA,SARGA,ROJO,526.0,0.282,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
920.0,2023-04-19 00:00:00,MARIQUEL,BRIN,NEGRO,1205.0,0.287,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
921.0,2023-04-19 00:00:00,HILANTEJ,540 ALG,KAKY,553.0,0.54,JIGGER,TEÑIDO DE ALGODÓN EN JIGGER,,
922.0,2023-04-19 00:00:00,TELARES DEL SUR,TRACKER,ROJO,372.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
923.0,2023-04-19 00:00:00,TELARES DEL SUR,TRACKER,ROJO,360.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
924.0,2023-04-19 00:00:00,TELARES DEL SUR,TRACKER,ROJO,372.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
925.0,2023-04-19 00:00:00,HILANTEJ,540 ALG,VERDE CITY,518.0,0.54,JIGGER,TEÑIDO DE  ALGODÓN EN JIGGER 1,,
926.0,2023-04-20 00:00:00,HILANTEJ,540 ALG,BLUE VINTAGE,503.0,0.54,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
927.0,2023-04-20 00:00:00,HILANTEJ,540 ALG,FRANCIA,478.0,0.54,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
928.0,2023-04-20 00:00:00,DETOMASO,POL/ALG,VDE MILITAR,444.0,0.244,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
929.0,2023-04-20 00:00:00,DETOMASO,TAFETA,MNO CLASICO,945.0,0.12,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
930.0,2023-04-21 00:00:00,SCOZZARI,TAPICERIA,NEGRO,451.0,0.361,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
931.0,2023-04-21 00:00:00,FIBRASINT,GROSS,PIEL DE FOCA,1000.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
932.0,2023-04-21 00:00:00,SCOZZARI,LIENZO,NEGRO,915.0,0.154,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
933.0,2023-04-21 00:00:00,DALESSANDRO,RUSTICO,VDE MALVA,505.0,0.29,JIGGER,TEÑIDO DE ALGODÓN POLIESTER EN JIGGER,,
934.0,2023-04-21 00:00:00,POLIZZOTTO,F BOLSILLO ,NEGRO,1067.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
935.0,2023-04-21 00:00:00,FIBRASINT,GROSS,AZUL  MARINO,1000.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
936.0,2023-04-22 00:00:00,VILLAGRA,TAFETA,AZUL MNO,457.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
937.0,2023-04-22 00:00:00,VILLAGRA,TAFETA,AZUL MNO,424.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
938.0,2023-04-22 00:00:00,VILLAGRA,TAFETA,AZUL MNO,444.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
939.0,2023-04-24 00:00:00,DALESSANDRO,FANTASIA,HUESO,916.0,0.21,JIGGER,TEÑIDO DE ALGODÓN POLIESTER EN JIGGER,,
940.0,2023-04-24 00:00:00,VILLAGRA,TAFETA,AZUL MNO,397.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
941.0,2023-04-24 00:00:00,VILLAGRA,TAFETA,AZUL MNO,385.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
942.0,2023-04-24 00:00:00,VILLAGRA,TAFETA,AZUL MNO,392.0,0.275,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
943.0,2023-04-25 00:00:00,GIULIANI,CORDURA,MARINO,463.0,0.39,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
944.0,2023-04-25 00:00:00,GIULIANI,CORDURA,MARINO,463.0,0.39,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
945.0,2023-04-25 00:00:00,DALESSANDRO,FANTASIA,NEGRO,800.0,0.21,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
946.0,2023-04-26 00:00:00,COTEXSA,BENGALINA,NATURAL,790.0,0.32,JIGGER,TEÑIDO DE POLIESTER EN JIGGER,,
947.0,2023-04-26 00:00:00,SHOGOMONT,POLIESTER,NATURAL,848.0,0.35,JIGGER,TEÑIDO DE POLIESTER EN JET 1,,
948.0,2023-04-26 00:00:00,VILLAGRA,TAFETA,MARINO,1325.0,0.275,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
949.0,2023-04-27 00:00:00,VILLAGRA,TAFETA,MARINO,1174.0,0.275,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
950.0,2023-04-27 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,490.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
951.0,2023-04-27 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,491.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
952.0,2023-04-27 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,492.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
953.0,2023-04-27 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,737.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
954.0,2023-04-27 00:00:00,TOBATEL,MICROCOTTON,MNO NOCHE,758.0,0.19,JET 1,TEÑIOD DE POLIESTER EN JET 1,,
955.0,2023-04-27 00:00:00,TOBATEL,MICROCOTTON,MNO NOCHE,747.0,0.19,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
956.0,2023-04-27 00:00:00,TOBATEL,MICROCOTTON,MNO NOCHE,1505.0,0.19,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
957.0,2023-04-27 00:00:00,SHOGOMONT,POLIESTER,NATURAL,876.0,0.35,JIGGER,TEÑIDO DE POLIESTER EN JIGGER,,
958.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,ROJO  2023,369.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
959.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,ROJO  2023,360.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
960.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,ROJO 2023,384.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
961.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,MARINO 206,373.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
962.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,MARINO 206,371.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
963.0,2023-04-27 00:00:00,TELARES DEL SUR,TRACKER,MARINO 206,367.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
964.0,2023-04-27 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,737.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
965.0,2023-04-27 00:00:00, SADASA,TRACKER,ROJO,353.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
966.0,2023-04-27 00:00:00,SADASA,TRACKER,NEGRO,353.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
967.0,2023-04-27 00:00:00,SADASA,CORD 1000,NEGRO,666.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
968.0,2023-04-27 00:00:00,SADASA,CORD 1000,NEGRO,663.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
969.0,2023-04-27 00:00:00,HILANTEJ,BRIN 3015,FUCSIA MIMO,500.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
970.0,2023-04-27 00:00:00,HILANTEJ,BRIN 3015,FRANCIA 2023,500.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
971.0,2023-04-27 00:00:00,POLIZZOTTO,F BOLSILLO ,CELESTE,2034.0,0.16,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
972.0,2023-04-27 00:00:00,DETOMASO,SARGA,VDE MILITAR,444.0,0.245,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
973.0,2023-04-27 00:00:00,DALTEX,POPLIN,NEGRO,909.0,0.145,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
974.0,2023-04-27 00:00:00,DALESSANDRO,FANTASIA,VIOLETA,963.0,0.21,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
975.0,2023-05-08 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,420.0,0.315,JET 1,TEÑIOD DE POLIESTER EN JET 1,,
976.0,2023-05-08 00:00:00,TOBATEL,RIP STOP,GRIS TOPO,420.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
977.0,2023-05-08 00:00:00,SADASA,CORD 1000,NEGRO,675.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
978.0,2023-05-08 00:00:00,COTEXSA,BENGALINA,VDE BENETTON,347.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
979.0,2023-05-08 00:00:00,COTEXSA,BENGALINA,VDE BENETTON,347.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
980.0,2023-05-09 00:00:00,FIBRASINT,GROSS,PIEL DE FOCA,949.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
981.0,2023-05-09 00:00:00,HILANTEJ,540 ALG,KAKY,471.0,0.54,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
982.0,2023-05-09 00:00:00,DETOMASO,SPUM,NEGRO,579.0,0.31,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
983.0,2023-05-09 00:00:00,DETOMASO,SPUM,NEGRO,579.0,0.31,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
984.0,2023-05-09 00:00:00,HILANTEJ,BRIN 3015,KAKY,500.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
985.0,2023-05-10 00:00:00,TOBATEL,RIP STOP,VDE MILITAR,1172.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
986.0,2023-05-10 00:00:00,DALTEX,POPLIN,BORDO,910.0,0.144,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
987.0,2023-05-10 00:00:00,DALTEX,POPLIN,BORDO,943.0,0.144,JET 1,TEÑIDO DE POLIESTER EN  JET 1,,
988.0,2023-05-10 00:00:00,POLIZZOTTO,F BOLSILLO ,NEGRO,987.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
989.0,2023-05-10 00:00:00,POLIZZOTTO,F BOLSILLO ,NEGRO,989.0,0.16,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
990.0,2023-05-10 00:00:00,KARHAN,GROSS,BEIGE,595.0,0.234,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
991.0,  11/05/2023,TOBATEL,RIP STOP,GRIS TOPO,840.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
992.0,2023-05-11 00:00:00,KARHAN,GROSS,CEMENTO S/M,566.0,"0,,234",JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
993.0,2023-05-11 00:00:00,TELARES DEL SUR,TRACKER,GRIS TOPO,371.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
994.0,2023-05-11 00:00:00,TELARES DEL SUR,TRACKER,GRIS TOPO,360.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
995.0,2023-05-11 00:00:00,TELARES DEL SUR,TRACKER,GRIS TOPO,360.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
996.0,2023-05-12 00:00:00,DETOMASO,F BOLSILLO ,MNO NOCHE,1043.0,0.14,JET 1,TEÑIDO ALGODÓN/POLIESTER EN 2 ETAPA JET 1,,
997.0,2023-05-12 00:00:00,HILANTEJ,BRIN 3015,NEGRO,500.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
998.0,2023-05-13 00:00:00,TELARES DEL SUR,TRACKER,NEGRO,360.0,0.425,JET 1,TEÑIDO DE PILIESTER EN JET 1,,
999.0,2023-05-15 00:00:00,TELARES DEL SUR,ROMBO,GRIS TOPO,923.0,0.154,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1000.0,2023-05-15 00:00:00,TELARES DEL SUR,ROMBO,ROJO 2023,927.0,0.154,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1001.0,2023-05-15 00:00:00,TOBATEL,RIP STOP,VDE MILITAR  BIS,500.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1002.0,2023-05-15 00:00:00,TOBATEL,RIP STOP,VDE MILITAR BIS,500.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1003.0,2023-05-16 00:00:00,FIBRASINT,GROSS,PIEL DE FOCA,970.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1004.0,2023-05-16 00:00:00,DALTEX,POPLIN,BORDO,1853.0,0.144,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1005.0,2023-05-16 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,335.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1006.0,2023-05-16 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,364.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1007.0,2023-05-16 00:00:00,TELARES DEL SUR,TRACKER,VDE BENETTON,362.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1008.0,2023-05-17 00:00:00,DALESSANDRO,VOILE,NATURAL,2256.0,0.1,JIGGER,TEÑIDO DE POLIESTER EN  JIGGER,,
1009.0,2023-05-17 00:00:00,DETOMASO,TRACKER,VDE LIMON,792.0,0.215,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1010.0,2023-05-17 00:00:00,DETOMASO,TRACKER,VDE LIMON,853.0,0.215,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1011.0,2023-05-18 00:00:00,AGLOBAL,GABARDINA,AZUL MARINO,710.0,0.375,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1012.0,2023-05-18 00:00:00,SADASA,POL 600,COYOTE,403.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1013.0,2023-05-18 00:00:00,SADASA,POL 600,COYOTE,409.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1014.0,2023-05-18 00:00:00,SADASA,POL 600,COYOTE,404.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1015.0,2023-05-19 00:00:00,TOBATEL,CIRCUS,NEGRO,870.0,0.14,JET 1,TEÑIDO DE POLIESTER EN JIGGER,,
1016.0,2023-05-19 00:00:00,SADASA,CORD 1000,NEGRO,460.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
1017.0,2023-05-19 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,512.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1018.0,2023-05-19 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,512.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1019.0,2023-05-22 00:00:00,KARHAN,GROSS,NEGRO,605.0,0.234,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
1020.0,2023-05-22 00:00:00,SADASA,CORD 1000,NEGRO,498.0,0.395,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
1021.0,2023-05-22 00:00:00,TOBATEL,RIP STOP,VERDE MILITAR,1000.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1022.0,2023-05-22 00:00:00, TABATEL,RIP STOP,NEGRO,500.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1023.0,2023-05-22 00:00:00,TOBATEL,RIP STOP,NEGRO,500.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1024.0,2023-05-23 00:00:00,HILANTEJ,540 ALG,VDE CITY,527.0,0.54,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1025.0,2023-05-23 00:00:00,DETOMASO,GROSS,GRIS TOPO,525.0,0.171,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1026.0,2023-05-23 00:00:00,DETOMASO,GROSS,GRIS TOPO,502.0,0.171,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1027.0,2023-05-23 00:00:00,KARHAN,GROSS,CEMENTO S/M,653.0,0.234,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
1028.0,2023-05-23 00:00:00,SADASA,POL 600,COYOTE,537.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1029.0,2023-05-23 00:00:00,SADASA,POL 600,COYOTE,508.0,0.32,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1030.0,2023-05-23 00:00:00,FIBRASINT,GROSS,PIEL DE FOCA,955.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1031.0,2023-05-24 00:00:00,SADASA,POL 600,COYOTE,480.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1032.0,2023-05-24 00:00:00,SADASA,POL 600,COYOTE,480.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1033.0,2023-05-25 00:00:00,TELARES DEL SUR,TRACKER,VDE MANZANA,382.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET ,,
1034.0,2023-05-25 00:00:00,TELARES DEL SUR,TRACKER,VDE MANZANA,382.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1035.0,2023-05-25 00:00:00,TELARES DEL SUR,TRACKER,VDE MANZANA,382.0,0.425,JET 1,TEÑIDO DE POILESTER EN JET 1,,
1036.0,2023-05-29 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,1015.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1037.0,2023-05-29 00:00:00,DALESSANDRO,VOILE,NATURAL,2025.0,0.1,JIGGER,TEÑIDO DE POLIESTER EN JIGGER,,
1038.0,2023-05-29 00:00:00,POLIZZOTTO,F BOLSILLO ,CELESTE,2166.0,0.16,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
1039.0,2023-05-29 00:00:00,TOBATEL,RIP STOP,NEGRO,992.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1040.0,2023-05-29 00:00:00,TELARES DEL SUR,TRACKER,TURQUESA 221,381.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1041.0,2023-05-29 00:00:00,TELARES DEL SUR,TRACKER,TURQUESA 221,374.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1042.0,2023-05-29 00:00:00,TELARES DEL SUR,TRACKER,TURQUESA 221,404.0,0.425,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1043.0,30/052023,DETOMASO,F BOLSILLO ,MNO NOCHE,1043.0,0.14,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1044.0,2023-05-31 00:00:00,TOBATEL,MICROCOTTON,VDE MILITAR,672.0,0.19,JET 1,TEÑIOD DE POLIESTER EN JET 1,,
1045.0,2023-05-31 00:00:00,TOBATEL,MICROCOTTON,VDE MILITAR,662.0,0.19,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1046.0,2023-05-31 00:00:00,TOBATEL,MICROCOTTON,NEGRO,665.0,0.19,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
1047.0,2023-05-31 00:00:00,TOBATEL,MICROCOTTON,VDE MILITAR,1334.0,0.19,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1048.0,2023-05-31 00:00:00,MARIQUEL,GROSS,NEGRO,546.0,0.24,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
1049.0,2023-05-31 00:00:00,MARIQUEL,GROSS,NEGRO,540.0,0.24,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
1050.0,2023-06-01 00:00:00,FIBRASINT,GROSS,PIEL DE FOCA,1005.0,0.24,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1051.0,2023-06-01 00:00:00,JUAN CARLOS,RIP STOP,BEIGE NUEVO,547.0,0.28,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
1052.0,2023-06-01 00:00:00,JUAN CARLOS,RIP STOP,BEIGE NUEVO,549.0,0.28,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
1053.0,2023-06-01 00:00:00,DALTEX,POPLIN,NEGRO,888.0,0.144,JET 1,TEÑIDO SIMULTANEO POLIESTER/ALGODÓN,,
1054.0,2023-06-02 00:00:00,GIULIANI,CORDURA,MARINO,339.0,0.39,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1055.0,2023-06-02 00:00:00,GIULIANI,CORDURA,MARINO,335.0,0.39,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1056.0,2023-06-02 00:00:00,GIULIANI,CORDURA,MARINO,332.0,0.39,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1057.0,2023-06-05 00:00:00,TOBATEL,TRACKER,NEGRO,607.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1058.0,2023-06-05 00:00:00,TOBATEL,TRACKER,MARINO,607.0,0.2,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1059.0,2023-06-05 00:00:00,SCOZZARI,TAPICERIA,GRIS,399.0,0.36,JIGGER,TEÑIDO DE ALGODÓN/POLIESTER EN JIGGER,,
1060.0,2023-06-05 00:00:00,SADASA,CORD 500,NEGRO,763.0,0.31,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
1061.0,2023-06-05 00:00:00,SADASA,CORD 500,NEGRO,802.0,0.31,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
1062.0,2023-06-05 00:00:00,SADASA,CORD 500,NEGRO,805.0,0.31,JIGGER,TEÑIDO DE POLIAMIDA EN JIGGER,,
1063.0,2023-06-05 00:00:00,KARHAN,GROSS,MARINO ,400.0,0.234,JET 1,TEÑIDO DE POLIESTER/ALGODON EN 2 ETAPAS,,
1064.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,NEGRO,501.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1065.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,NEGRO,501.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1066.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,502.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1067.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,502.0,0.315,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1068.0,2023-06-06 00:00:00,TOBATEL,CIRCUS,NEGRO,1059.0,0.14,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1069.0,2023-06-06 00:00:00,TOBATEL,CIRCUS,NEGRO,1071.0,0.14,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1070.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,NEGRO,1002.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1071.0,2023-06-06 00:00:00,TOBATEL,RIP STOP,MNO NOCHE,1005.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1072.0,2023-06-08 00:00:00,HILANTEJ,BRIN 3015,VDE CITY,500.0,0.315,JIGGER,TEÑIDO DE ALGODON EN JIGGER,,
1073.0,2023-06-08 00:00:00,TOBATEL,MICROCOTTON,GRIS TOPO,750.0,0.19,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
1074.0,2023-06-08 00:00:00,TOBATEL,MICROCOTTON,GRIS TOPO,750.0,0.19,JET 1,TEÑIDO DE POLIESTER EN JET 1,,
